image_id,encoded_pixels
0011,1 368890 368897 534 369437 534 369977 534 370517 66990 437509 538 438049 538 438589 538 439129 536 439680 525 440220 525 440760 525 441300 521 441840 521 442380 521 442920 521 443460 519 444000 519 444540 519 445080 521 445622 519 446162 519 446702 519 447242 519 447780 521 448320 521 448860 521 449400 521 449938 523 450478 523 451018 523 451558 523 452100 521 452640 521 453180 523 453720 523 454260 523 454800 523 455340 523 455884 519 456424 519 456964 519 457504 521 458048 517 458588 517 459128 517 459668 519 460208 519 460748 519 461288 519 461824 523 462364 523 462904 523 463444 525 463975 534 464515 534 465055 534 465595 12385 477986 534 478526 534 479066 534 479606 531 480146 531 480686 531 481226 531 481766 36635
0012,1 299781 299784 538 300324 538 300864 538 301404 538 301944 538 302484 538 303024 538 303564 44820 348386 538 348926 538 349466 538 350006 538 350546 538 351086 538 351626 538 352166 2689 354864 531 355404 531 355944 531 356486 529 357026 529 357566 529 358106 538 358646 538 359186 538 359726 538 360266 6478 366748 536 367288 536 367828 536 368368 527 368908 527 369448 527 369988 527 370528 529 371068 529 371608 529 372148 18898 391048 538 391588 538 392128 538 392668 2698 395368 538 395908 538 396448 534 396988 534 397528 534 398068 534 398608 529 399148 529 399688 529 400228 529 400768 529 401302 4 401308 529 401842 4 401848 529 402382 4 402388 529 402922 4 402928 538 403468 538 404008 538 404548 10798 415348 538 415888 538 416428 538 416968 8638 425608 538 426148 538 426688 538 427228 2158 429388 538 429928 538 430468 538 431008 14603 445620 531 446160 531 446700 531 447240 527 447782 525 448322 525 448862 525 449402 521 449944 519 450484 519 451024 519 451564 517 452106 515 452646 515 453186 517 453726 517 454266 517 454806 517 455346 515 455886 515 456426 515 456966 515 457506 513 458048 511 458588 511 459128 511 459668 508 460208 508 460748 508 461288 511 461828 511 462368 511 462908 511 463448 513 463988 513 464528 513 465068 513 465608 517 466148 517 466688 517 467228 517 467768 519 468308 519 468848 519 469388 521 469926 523 470466 523 471006 523 471546 523 472084 525 472624 525 473164 525 473704 527 474238 533 474778 533 475318 533 475858 4282 480146 534 480686 534 481226 534 481766 531 482308 529 482848 529 483388 529 483928 8648 492581 535 493121 535 493661 535 494201 535 494741 535 495281 535 495821 535 496367 529 496907 529 497447 529 497987 529 498531 525 499071 525 499611 525 500151 525 500691 525 501231 525 501771 525 502311 525 502851 525 503391 525 503931 525 504469 527 505009 527 505549 527 506089 527 506629 527 507169 527 507709 527 508249 527 508789 527 509329 527 509869 530 510409 530 510949 530 511489 530 512029 2692 514727 534 515267 534 515807 534 516347 534 516887 534 517427 534 517967 434
0013,1 354863 354868 536 355408 536 355948 536 356488 536 357028 536 357568 536 358108 8644 366756 536 367296 536 367836 536 368376 530 368914 532 369454 532 369994 532 370534 532 371072 534 371612 534 372152 24838 396994 536 397534 536 398074 536 398614 530 399156 528 399696 528 400236 528 400776 532 401316 532 401856 532 402396 532 402936 538 403476 538 404016 538 404556 538 405096 538 405636 538 406176 538 406716 4858 411576 538 412116 538 412656 538 413196 24 413222 512 413736 24 413762 512 414276 24 414302 512 414816 24 414842 512 415356 538 415896 538 416436 538 416976 538 417516 538 418056 538 418596 538 419136 538 419676 538 420216 538 420756 7018 427776 538 428316 538 428856 538 429396 538 429936 538 430476 538 431016 538 431556 538 432096 538 432636 538 433176 538 433716 538 434256 538 434796 538 435336 16764 452112 528 452652 528 453192 523 453732 523 454272 523 454812 523 455352 519 455894 517 456434 517 456974 517 457514 515 458054 515 458594 515 459134 515 459674 513 460216 511 460756 511 461296 513 461836 513 462376 513 462916 513 463456 515 463996 515 464536 515 465076 515 465616 515 466156 515 466696 515 467236 515 467776 515 468316 515 468856 515 469396 517 469936 517 470476 517 471016 517 471556 519 472096 519 472636 519 473176 519 473716 519 474256 519 474796 519 475336 519 475876 522 476416 522 476956 522 477496 524 478034 526 478574 526 479114 526 479654 526 480190 530 480730 530 481270 530 481810 494 482314 28 482344 500 482854 28 482884 500 483394 28 483424 500 483934 28 483964 500 484470 534 485010 534 485550 16755 502309 536 502849 536 503389 536 503929 536 504475 530 505015 530 505555 530 506095 530 506638 527 507178 527 507718 527 508258 529 508798 529 509338 529 509878 8523
0014,1 115698 115705 534 116245 534 116785 534 117325 534 117865 534 118405 534 118945 534 119485 534 120023 536 120563 536 121103 233765 354876 532 355416 532 355956 12950 368919 527 369459 527 369999 527 370539 529 371079 529 371619 529 372159 24837 397001 535 397541 535 398081 535 398621 16740 415363 538 415903 538 416443 538 416983 41065 458061 527 458601 527 459141 527 459681 523 460223 521 460763 521 461303 517 461843 517 462383 517 462923 517 463463 515 464003 515 464543 515 465083 515 465623 515 466163 515 466703 515 467243 515 467783 515 468323 515 468863 515 469403 517 469943 517 470483 517 471023 517 471563 519 472103 519 472643 519 473183 519 473723 521 474261 523 474801 523 475341 523 475881 523 476421 523 476961 523 477501 523 478039 525 478579 525 479119 525 479659 525 480199 525 480739 525 481279 525 481819 493 482321 25 482359 493 482861 25 482899 493 483401 25 483439 493 483941 25 483979 493 484479 29 484516 496 485019 29 485056 496 485559 29 485596 532 486136 532 486676 532 487216 532 487756 532 488296 532 488836 532 489376 532 489916 534 490454 536 490994 536 491534 536 492074 6459 498538 535 499078 535 499618 535 500158 525 500685 8 500698 525 501225 8 501238 525 501765 8 501778 525 502305 8 502320 523 502845 8 502860 523 503385 8 503400 523 503925 8 503940 533 504484 529 505024 529 505564 529 506104 529 506646 527 507186 527 507726 527 508266 527 508808 525 509348 525 509888 527 510418 2 510426 529 510958 2 510966 529 511498 2 511506 529 512038 2 512046 529 512586 529 513126 529 513666 529 514206 2689 516900 4 516906 529 517440 4 517446 529 517980 4 517986 415
0015,1 160494 160498 537 161038 537 161578 537 162118 537 162658 537 163198 537 163738 188976 352721 533 353261 533 353801 533 354341 10262 364609 534 365149 534 365689 534 366229 525 366771 523 367311 523 367851 523 368391 528 368929 530 369469 530 370009 530 370549 22676 393229 536 393769 536 394309 536 394849 530 395389 530 395929 530 396469 536 397009 536 397549 536 398089 536 398629 538 399169 538 399709 538 400249 538 400789 16767 417559 537 418099 537 418639 537 419179 537 419721 535 420261 535 420801 535 421339 537 421879 537 422419 537 422959 554 423522 531 424062 531 424602 531 425142 529 425682 529 426222 529 426762 529 427302 519 427823 6 427842 519 428363 6 428382 519 428903 6 428922 523 429462 523 430002 523 430542 523 431082 523 431622 523 432162 523 432702 523 433242 529 433775 536 434315 536 434855 536 435395 8590 443987 538 444527 538 445067 16765 461849 523 462389 523 462929 523 463469 521 464011 519 464551 519 465091 519 465631 517 466171 517 466711 517 467251 517 467791 515 468333 513 468873 513 469413 507 469924 2 469953 507 470464 2 470493 507 471004 2 471033 507 471544 2 471573 515 472113 515 472653 515 473193 515 473733 515 474273 515 474813 515 475353 515 475893 515 476433 515 476973 515 477513 515 478053 515 478593 515 479133 515 479673 488 480169 21 480211 490 480709 21 480751 490 481249 21 481291 490 481789 21 481831 490 482331 19 482369 492 482871 19 482909 492 483411 19 483449 492 483951 19 483989 523 484527 525 485067 525 485607 525 486145 527 486685 527 487225 527 487765 527 488305 527 488845 527 489385 527 489925 531 490461 535 491001 535 491541 535 492081 6448 498531 9 498544 525 499071 9 499084 525 499611 9 499624 525 500151 9 500164 525 500691 7 500706 523 501231 7 501246 523 501771 7 501786 532 502326 532 502866 532 503406 532 503946 534 504488 532 505028 532 505568 532 506108 532 506648 532 507188 532 507728 532 508268 532 508808 532 509348 532 509888 532 510426 534 510966 534 511506 534 512046 6355
0016,1 67106 67109 4 67124 523 67649 4 67664 523 68189 4 68204 523 68729 4 68744 521 69286 519 69826 519 70366 519 70906 525 71444 527 71984 527 72524 531 73062 533 73602 533 74142 533 74682 14563 89249 536 89789 536 90329 536 90869 530 91422 517 91962 517 92502 517 93042 517 93582 517 94122 517 94662 517 95202 517 95742 517 96282 517 96822 521 97362 521 97902 521 98442 521 98982 521 99522 521 100062 521 100602 521 101142 517 101669 4 101680 519 102209 4 102220 519 102749 4 102760 519 103289 4 103300 521 103825 10 103838 523 104365 10 104378 523 104905 10 104918 525 105447 4 105458 525 105987 4 105998 525 106527 4 106538 525 107067 4 107078 525 107613 530 108153 530 108693 530 109233 528 109771 530 110311 530 110851 530 111391 532 111929 534 112469 534 113009 235387 348405 531 348945 531 349485 531 350025 531 350569 527 351109 527 351649 527 352189 10790 362983 536 363523 536 364063 533 364611 525 365151 525 365691 525 366231 530 366771 530 367311 530 367851 530 368391 22678 391073 536 391613 536 392153 536 392693 528 393233 528 393773 528 394313 528 394853 530 395393 530 395933 530 396473 41068 437543 538 438083 538 438623 538 439163 506 439671 28 439703 506 440211 28 440243 506 440751 28 440783 506 441291 28 441323 536 441865 534 442405 534 442945 534 443485 20511 464003 533 464543 533 465083 533 465623 529 466173 519 466713 519 467253 519 467793 513 468335 511 468875 511 469415 511 469955 511 470495 511 471035 511 471575 511 472118 508 472658 508 473198 508 473738 510 474280 508 474820 508 475360 508 475900 510 476440 510 476980 510 477520 485 478011 23 478062 483 478551 23 478602 483 479091 23 479142 483 479631 23 479682 483 480175 21 480222 483 480715 21 480762 483 481255 21 481302 483 481795 21 481842 514 482382 514 482922 514 483462 514 484002 514 484542 514 485082 514 485622 517 486162 517 486702 517 487242 517 487782 517 488320 519 488860 519 489400 519 489940 521 490478 523 491018 523 491558 523 492098 525 492627 536 493167 536 493707 4837 498550 534 499090 534 499630 534 500170 534 500712 532 501252 532 501792 532 502332 532 502872 532 503412 532 503952 534 504492 19 504513 513 505032 19 505053 513 505572 19 505593 513 506112 19 506133 513 506652 534 507192 534 507732 534 508272 534 508810 536 509350 536 509890 538 510430 538 510970 538 511510 538 512050 4862 516919 533 517459 533 517999 402
0017,1 48754 48766 529 49306 529 49846 529 50386 521 50924 523 51464 523 52004 523 52544 529 53082 531 53622 531 54162 531 54702 536 55240 538 55780 538 56320 290463 346793 530 347333 530 347873 530 348411 532 348951 532 349491 532 350031 10792 360827 536 361367 536 361907 536 362447 534 362991 530 363531 530 364071 532 364611 532 365151 532 365691 532 366231 540 366773 538 367313 538 367853 538 368393 538 368933 538 369473 538 370013 538 370553 16740 387298 535 387838 535 388378 531 388918 531 389458 531 389998 531 390538 535 391078 535 391618 535 392158 535 392698 537 393238 537 393778 537 394318 537 394858 535 395398 535 395938 535 396478 537 397018 537 397558 537 398098 537 398638 6477 405118 537 405658 537 406198 537 406738 537 407278 537 407818 537 408358 537 408898 537 409438 537 409978 537 410518 537 411058 537 411598 537 412138 537 412678 8637 421318 537 421858 537 422398 537 422938 537 423478 27 423509 506 424018 27 424049 506 424558 27 424589 506 425098 27 425129 534 425669 534 426209 534 426749 534 427289 534 427829 534 428369 534 428909 4826 433738 537 434278 537 434818 537 435358 535 435898 535 436438 535 436978 567 437547 538 438087 538 438627 538 439167 538 439707 538 440247 538 440787 538 441327 538 441867 538 442407 538 442947 538 443487 536 444029 534 444569 534 445109 24846 469962 533 470502 533 471042 533 471582 521 472105 2 472122 521 472645 2 472662 521 473185 2 473202 521 473725 2 473742 519 474284 517 474824 517 475364 517 475904 485 476398 23 476444 485 476938 23 476984 485 477478 23 477524 485 478015 26 478066 483 478555 26 478606 483 479095 26 479146 483 479635 26 479686 515 480226 515 480766 515 481306 515 481846 515 482386 515 482926 515 483466 515 484006 515 484548 513 485088 513 485628 515 486166 517 486706 517 487246 517 487786 519 488326 519 488866 519 489406 519 489946 521 490480 527 491020 527 491560 527 492100 498 492602 29 492635 503 493142 29 493175 503 493682 29 493715 503 494222 29 494253 505 494762 29 494793 505 495302 29 495333 505 495842 29 495873 507 496384 536 496924 536 497464 536 498004 536 498544 536 499084 536 499624 536 500164 536 500702 6 500712 528 501242 6 501252 528 501782 6 501792 528 502322 8 502334 526 502862 8 502874 526 503402 8 503414 526 503942 8 503954 538 504494 538 505034 538 505574 538 506114 2684 508802 536 509342 536 509882 8519
0018,1 63332 63340 533 63880 533 64420 531 64962 529 65502 529 66042 529 66582 531 67122 531 67662 531 68202 531 68742 533 69280 535 69820 535 70360 535 70900 6475 77380 535 77920 535 78460 535 79000 531 79542 529 80082 529 80622 519 81162 519 81702 519 82242 519 82782 517 83322 517 83862 517 84402 517 84942 519 85480 521 86020 521 86560 521 87100 523 87640 523 88180 523 88720 525 89262 523 89802 523 90342 523 90882 527 91422 527 91962 527 92502 527 93042 531 93580 533 94120 533 94660 533 95200 535 95738 537 96278 537 96818 40997 137818 537 138358 537 138898 537 139438 203023 342469 532 343009 532 343549 532 344089 532 344629 532 345169 532 345709 532 346249 14576 360833 532 361373 532 361913 532 362453 24842 387298 537 387838 537 388378 527 388909 6 388918 527 389449 6 389458 527 389989 6 389998 527 390529 6 390538 53489 444031 536 444571 536 445111 534 445653 532 446193 532 446733 532 447273 530 447813 530 448353 530 448893 530 449433 20503 469951 525 470491 525 471031 525 471571 502 472078 16 472113 500 472618 16 472653 500 473158 16 473193 500 473698 16 473733 498 474242 10 474282 489 474782 10 474822 489 475322 10 475362 489 475862 10 475902 510 476444 508 476984 508 477524 510 478066 508 478606 508 479146 508 479686 510 480228 508 480768 508 481308 508 481848 508 482388 508 482928 508 483468 508 484008 508 484548 508 485088 508 485628 511 486168 511 486708 511 487248 511 487788 513 488330 511 488870 511 489410 511 489950 517 490490 517 491030 517 491570 517 492110 519 492650 519 493190 519 493730 521 494270 521 494810 521 495350 521 495890 521 496430 521 496970 521 497510 521 498050 523 498590 523 499130 523 499670 523 500210 504 500716 17 500748 506 501256 17 501288 506 501796 17 501828 527 502366 529 502906 529 503446 529 503986 532 504524 534 505064 534 505604 534 506144 512 506659 537 507199 537 507739 537 508279 537 508819 537 509359 537 509899 2697 512599 537 513139 537 513679 537 514219 4182
0019,1 32561 32564 538 33104 538 33644 538 34184 8617 42809 532 43349 532 43889 532 44429 530 44971 528 45511 528 46051 528 46591 528 47133 526 47673 526 48213 526 48753 526 49293 526 49833 526 50373 528 50913 528 51453 528 51993 528 52533 528 53071 530 53611 530 54151 530 54691 530 55225 536 55765 536 56305 8640 64951 534 65491 534 66031 534 66571 534 67113 532 67653 532 68193 532 68733 534 69275 532 69815 532 70355 532 70895 57198 128095 538 128635 538 129175 209506 338683 538 339223 538 339763 536 340309 530 340849 530 341389 530 341929 14572 356513 528 357053 528 357593 528 358133 530 358671 532 359211 532 359751 532 360291 22682 382975 538 383515 538 384055 538 384595 43236 427840 531 428380 531 428920 529 429462 527 430002 527 430542 527 431082 527 431624 525 432164 525 432704 525 433244 525 433784 525 434324 525 434864 525 435404 525 435946 523 436486 523 437026 521 437566 521 438106 521 438646 521 439186 523 439726 523 440266 523 440806 523 441346 521 441888 13 441905 502 442428 13 442445 502 442968 13 442985 502 443508 13 443525 502 444048 6 444067 500 444588 6 444607 500 445128 6 445147 498 445666 8 445687 498 446206 8 446227 498 446746 8 446767 498 447286 8 447307 496 447824 13 447845 498 448364 13 448385 498 448904 13 448925 498 449444 13 449465 498 449982 521 450522 521 451062 521 451602 531 452138 535 452678 535 453218 15075 468300 533 468840 533 469380 529 469922 527 470462 527 471002 527 471542 529 472078 533 472618 533 473158 533 473698 8677 482386 529 482926 529 483466 529 484006 525 484548 523 485088 523 485628 521 486168 521 486708 521 487248 521 487788 519 488328 519 488868 519 489408 519 489948 521 490490 519 491030 519 491570 519 492110 521 492650 521 493190 521 493730 523 494274 519 494814 519 495354 519 495894 521 496437 518 496977 518 497517 518 498057 518 498597 518 499137 518 499677 518 500217 518 500759 516 501299 516 501839 519 502377 521 502917 521 503457 521 503997 521 504537 521 505077 521 505617 521 506157 523 506694 526 507234 526 507774 526 508314 536 508854 536 509394 536 509934 8467
0020,1 332229 332234 536 332774 536 333314 536 333854 507 334365 23 334392 509 334905 23 334932 509 335445 23 335472 509 335985 23 336012 509 336529 532 337069 532 337609 532 338149 14570 352729 530 353269 530 353809 530 354349 532 354887 534 355427 534 355967 21058 377027 4 377035 530 377567 4 377575 530 378107 4 378115 530 378647 4 378655 34590 413247 538 413787 538 414327 538 414867 6446 421320 533 421860 533 422400 533 422940 24867 447813 534 448353 534 448893 534 449433 532 449973 532 450513 532 451053 532 451593 534 452129 538 452669 538 453209 10766 463978 537 464518 537 465058 537 465598 533 466140 531 466680 531 467220 531 467760 531 468295 536 468835 536 469375 15167 484550 532 485090 532 485630 528 486172 526 486712 526 487252 526 487792 523 488332 523 488872 523 489412 523 489952 521 490494 519 491034 519 491574 519 492114 519 492657 516 493197 516 493737 516 494279 514 494819 514 495359 514 495899 516 496439 516 496979 516 497519 516 498059 516 498601 514 499141 514 499681 514 500221 517 500763 515 501303 515 501843 515 502383 515 502923 515 503463 515 504003 493 504499 19 504543 493 505039 19 505083 493 505579 19 505623 493 506119 19 506163 493 506659 19 506703 493 507199 19 507243 493 507739 19 507783 493 508279 19 508323 493 508819 21 508863 493 509359 21 509403 493 509899 21 509943 517 510479 521 511019 521 511559 521 512099 527 512637 529 513177 529 513717 529 514257 531 514801 527 515341 527 515881 527 516421 521 516963 519 517503 519 518043 358
0021,1 330580 330587 534 331127 534 331667 532 332209 530 332749 530 333289 530 333829 14570 348409 530 348949 530 349489 530 350029 530 350567 532 351107 532 351647 532 352187 20518 372715 530 373255 530 373795 530 374335 43234 417573 536 418113 536 418653 536 419193 536 419735 534 420275 534 420815 536 421355 536 421895 536 422435 536 422975 538 423515 538 424055 538 424595 538 425135 536 425682 529 426222 529 426762 529 427302 527 427844 525 428384 525 428924 527 429464 527 430004 527 430544 527 431084 529 431624 529 432164 529 432704 529 433244 534 433784 534 434324 534 434864 534 435404 536 435944 536 436484 536 437024 10785 447818 531 448358 531 448898 531 449438 527 449978 527 450518 527 451058 527 451598 527 452135 530 452675 530 453215 6978 460198 535 460738 535 461278 533 461822 529 462362 529 462902 529 463442 29198 492657 523 493197 523 493737 521 494277 521 494817 521 495357 521 495897 516 496439 514 496979 514 497519 514 498059 514 498601 512 499141 512 499681 512 500221 510 500761 510 501301 510 501841 512 502381 512 502921 512 503461 512 504001 512 504541 512 505081 512 505621 512 506161 495 506659 16 506701 495 507199 16 507241 495 507739 16 507781 495 508279 16 508321 495 508821 14 508861 495 509361 14 509401 495 509901 14 509941 495 510439 19 510481 495 510979 19 511021 495 511519 19 511561 495 512059 19 512101 495 512599 19 512639 497 513139 19 513179 497 513679 19 513719 497 514219 19 514259 516 514801 514 515341 514 515881 514 516421 500 516925 10 516965 496 517465 10 517505 496 518005 10 518045 356
0022,1 14718 14725 534 15265 534 15805 75564 91373 536 91913 536 92453 536 92993 536 93535 534 94075 534 94615 534 95155 534 95695 534 96235 534 96775 534 97315 534 97855 534 98395 534 98935 536 99475 536 100015 536 100555 536 101095 225164 326267 532 326807 532 327347 532 327887 532 328429 530 328969 530 329509 530 330049 14570 344631 528 345171 528 345711 528 346251 530 346783 2 346791 530 347323 2 347331 530 347863 2 347871 4858 352731 538 353271 538 353811 538 354351 12420 366773 538 367313 538 367853 538 368393 532 368935 530 369475 530 370015 530 370555 536 371098 533 371638 533 372178 535 372718 535 373258 535 373798 535 374338 537 374878 537 375418 537 375958 537 376498 10797 387298 537 387838 537 388378 61593 449978 533 450518 533 451058 533 451598 527 452138 527 452678 527 453218 525 453755 528 454295 528 454835 528 455375 498 455884 529 456424 529 456964 529 457504 527 458046 27 458080 491 458586 27 458620 491 459126 27 459160 491 459666 27 459700 533 460240 533 460780 533 461320 4883 466207 2 466211 532 466747 2 466751 532 467287 2 467291 532 467827 2 467831 530 468367 534 468907 534 469447 536 469987 536 470527 536 471067 536 471607 24817 496430 534 496970 534 497510 534 498050 532 498586 536 499126 536 499666 536 500206 532 500746 532 501286 532 501826 529 502366 529 502906 529 503446 529 503986 529 504526 529 505066 529 505606 529 506146 529 506686 529 507226 529 507766 529 508306 529 508846 529 509386 529 509926 532 510464 534 511004 534 511544 534 512084 2696 514794 526 515334 526 515874 526 516414 526 516957 523 517497 523 518037 364
0023,1 322475 322485 531 323025 531 323565 531 324105 531 324645 531 325185 531 325725 536 326263 538 326803 538 327343 538 327883 12413 340307 529 340847 529 341387 529 341927 529 342465 531 343005 531 343545 531 344085 20518 364609 534 365149 534 365689 534 366229 45394 411629 534 412169 534 412709 532 413251 530 413791 530 414331 530 414871 530 415411 530 415951 530 416491 530 417031 532 417571 532 418111 532 418651 532 419191 532 419733 530 420273 530 420813 530 421347 4 421353 530 421887 4 421893 530 422427 4 422433 530 422967 4 422973 540 423515 538 424055 538 424595 538 425135 540 425678 537 426218 537 426758 537 427298 537 427838 537 428378 537 428918 537 429460 535 430000 535 430540 535 431080 535 431620 6 431628 527 432160 6 432168 527 432700 6 432708 527 433240 6 433248 530 433780 4 433788 530 434320 4 434328 530 434860 4 434868 530 435400 4 435408 534 435948 534 436488 534 437028 534 437568 534 438108 534 438648 534 439188 534 439730 532 440270 532 440810 532 441350 534 441890 534 442430 534 442970 534 443510 534 444050 534 444590 534 445130 534 445670 534 446210 534 446750 534 447290 534 447830 534 448370 534 448910 534 449450 536 449990 536 450530 536 451070 536 451610 481 452098 33 452138 493 452638 33 452678 493 453178 33 453218 491 453722 25 453758 491 454262 25 454298 491 454802 25 454838 491 455342 25 455378 491 455873 32 455918 491 456413 32 456458 491 456953 32 456998 491 457493 32 457538 43212 500763 527 501303 527 501843 523 502383 523 502923 523 503463 523 504003 523 504545 521 505085 521 505625 521 506165 517 506705 517 507245 517 507785 517 508325 513 508861 517 509401 517 509941 514 510477 518 511017 518 511557 518 512097 518 512634 521 513174 521 513714 521 514254 521 514801 514 515341 514 515881 514 516421 514 516963 512 517503 512 518043 358
0024,1 318155 318167 529 318707 529 319247 529 319787 529 320327 529 320867 529 321407 529 321947 12412 334363 4 334371 528 334903 4 334911 528 335443 4 335451 528 335983 4 335991 525 336531 525 337071 525 337611 525 338151 528 338691 528 339231 528 339771 18898 358673 536 359213 536 359753 536 360293 530 360833 530 361373 530 361913 530 362453 538 362993 538 363533 538 364073 55652 419731 534 420271 534 420811 530 421353 528 421893 528 422433 528 422973 526 423509 530 424049 530 424589 530 425129 532 425665 536 426205 536 426745 536 427285 22644 449938 531 450478 531 451018 531 451558 531 452095 534 452635 534 453175 583 453760 538 454300 538 454840 538 455380 529 455922 527 456462 527 457002 527 457542 525 458080 527 458620 527 459160 527 459700 525 460235 530 460775 530 461315 47537 508857 4 508867 525 509397 4 509407 525 509937 4 509947 523 510487 523 511027 523 511567 523 512107 519 512649 517 513189 517 513729 517 514269 515 514811 513 515351 513 515891 513 516431 513 516971 513 517511 513 518051 350
0025,1 314375 314387 529 314927 529 315467 527 316007 527 316547 527 317087 527 317627 532 318165 534 318705 534 319245 534 319785 12420 332211 534 332751 534 333291 534 333831 528 334371 528 334911 528 335451 528 335991 18898 354893 536 355433 536 355973 528 356513 528 357053 528 357593 528 358133 530 358667 4 358673 530 359207 4 359213 530 359747 4 359753 530 360287 4 360293 85320 445624 529 446164 529 446704 529 447244 529 447784 529 448324 529 448864 529 449404 10831 460238 537 460778 537 461318 533 461858 533 462398 533 462938 533 463478 54923
0026,1 312215 312225 531 312765 531 313305 531 313845 16734 330587 532 331127 532 331667 532 332203 536 332743 536 333283 536 333823 16746 350573 536 351113 536 351653 536 352193 530 352733 530 353273 530 353813 530 354353 536 354893 536 355433 536 355973 71854 427838 529 428378 529 428918 527 429453 532 429993 532 430533 532 431073 532 431609 536 432149 536 432689 536 433229 8604 441835 7 441848 525 442375 7 442388 525 442915 7 442928 525 443455 7 443468 521 444000 2 444006 523 444540 2 444546 523 445080 2 445086 523 445615 534 446155 534 446695 534 447235 13019 460257 537 460797 537 461337 523 461866 6 461879 521 462406 6 462419 521 462946 6 462959 521 463486 6 463499 516 464039 516 464579 516 465119 516 465659 512 466188 4 466201 510 466728 4 466741 510 467268 4 467281 510 467808 4 467821 512 468335 19 468361 512 468875 19 468901 512 469415 19 469441 12939 482384 536 482924 536 483464 536 484004 534 484542 536 485082 536 485622 32779
0027,1 306275 306283 533 306823 533 307363 531 307905 529 308445 529 308985 529 309525 14574 324103 536 324643 536 325183 536 325723 533 326267 529 326807 529 327347 529 327887 529 328427 529 328967 529 329507 529 330047 18354 348411 530 348951 530 349491 530 350031 532 350567 2 350571 532 351107 2 351111 532 351647 2 351651 532 352187 2 352191 79416 431620 527 432160 527 432700 527 433240 527 433773 534 434313 534 434853 534 435393 2120 437515 7 437526 527 438055 7 438066 527 438595 7 438606 527 439135 7 439146 523 439680 2 439686 523 440220 2 440226 523 440760 2 440766 523 441300 2 441306 523 441838 531 442378 531 442918 531 443458 18362 461822 538 462362 538 462902 538 463442 4900 468346 536 468886 536 469426 527 469968 525 470508 525 471048 525 471588 525 472120 533 472660 533 473200 533 473740 44661
